label,probe_group,Δ,x,g,E,N,cutoff_budget_exceeded,trunc_tol,ss_ilu_tau,ss_rebuild_niter,ss_converged,ss_iterations,ss_rebuilds,trace_error,hermiticity_error,liouvillian_residual,relative_liouvillian_residual,c1,c2,c3,Fano,current_check,fcs_retry,fcs_warnings,liouvillian_seconds,preconditioner_seconds,ilu_seconds,gmres_seconds,fcs_seconds,total_seconds,n,occupation_fraction,cutoff_status,cavity_boundary,cavity_tail,cavity_tail5
"fcs Δ=0.55, x=0.53",fixed g drive sweep,0.55,0.53,14.0,3.71,150,false,0.0001,0.1,80,true,23,0,3.4352415570979526e-11,2.3008672664111738e-11,1.8307130877044162e-11,4.1147893925014393e-19,0.03926360922042215,0.40706324261679594,8.372791815429833,10.367443306894733,1.0000000000000007,false,0,0.037794042,0.0,0.0,0.195869125,0.439643292,0.797056542,0.03926360922042212,0.00026175739480281413,safe,1.3698556196170104e-41,8.492558177358989e-41,3.9173145072091655e-39
"fcs Δ=0.55, x=0.54",fixed g drive sweep,0.55,0.54,14.0,3.7800000000000002,150,false,0.0001,0.1,80,true,26,0,1.7369792913877325e-11,3.310611324625716e-11,1.6374895610702414e-11,3.672161407990952e-19,0.04510518989149326,0.5100907153926038,11.944080994131115,11.308914043366123,0.9999999999999999,false,0,0.0175705,0.0,0.0,0.235975208,0.510539667,0.771569417,0.045105189891493265,0.00030070126594328845,safe,1.931237059641793e-39,1.0750080133664176e-38,3.4451775507979345e-37
"fcs Δ=0.55, x=0.55",fixed g drive sweep,0.55,0.55,14.0,3.8500000000000005,150,false,0.0001,0.1,80,true,28,0,3.167982967440561e-11,5.267844762699685e-11,3.281904006357492e-11,7.345169031842625e-19,0.051892352815168595,0.6440361774397733,17.364779254731776,12.411003596882887,1.0000000000000004,false,0,0.159911,0.0,0.0,0.238435208,0.550222875,0.957473458,0.051892352815168574,0.0003459490187677905,safe,1.4523733294185876e-37,7.729602843370524e-37,2.0586109943059394e-35
"fcs Δ=0.55, x=0.56",fixed g drive sweep,0.55,0.56,14.0,3.9200000000000004,150,false,0.0001,0.1,80,true,31,0,1.86629304675679e-11,4.5522777023148406e-11,3.628776487842266e-11,8.10770949203576e-19,0.05980898320939409,0.8205501011193385,25.825892114057822,13.719512639874743,1.0000000000000009,false,0,0.0200205,0.0,0.0,0.288687375,0.77208825,1.088272917,0.05980898320939404,0.0003987265547292936,safe,7.592811320183089e-36,3.8927825548007204e-35,8.742224940777256e-34
"fcs Δ=0.55, x=0.57",fixed g drive sweep,0.55,0.57,14.0,3.9899999999999998,150,false,0.0001,0.1,80,true,35,0,3.023664307489678e-11,1.533921230214457e-11,2.4526929477146027e-11,5.472515526239812e-19,0.06908631419021607,1.0570455187375136,39.487708804836586,15.300360587006264,1.0,false,0,0.020769875,0.0,0.0,0.34756225,0.722942958,1.100313333,0.06908631419021607,0.00046057542793477384,safe,2.051525292722488e-34,9.517311129688672e-34,1.094237475626032e-32
"fcs Δ=0.55, x=0.58",fixed g drive sweep,0.55,0.58,14.0,4.06,150,false,0.0001,0.1,80,true,39,0,1.9676712364769436e-11,4.536518158828107e-11,2.467109361598895e-11,5.499190785423996e-19,0.08002026803944508,1.38053289087324,62.48957483512302,17.25229025967174,1.0,false,0,0.161858875,0.0,0.0,0.37472425,0.8113455,1.356689083,0.08002026803944508,0.0005334684535963005,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.59",fixed g drive sweep,0.55,0.59,14.0,4.13,150,false,0.0001,0.1,80,true,43,0,6.666298536693846e-11,1.4313330046498644e-10,3.6262910843069575e-11,8.078305367874592e-19,0.09299808527496506,1.834923901172624,103.32668661447222,19.73077075455211,1.0000000000000002,false,0,0.039811792,0.0,0.0,0.527731583,0.889235416,1.464512292,0.09299808527496504,0.0006199872351664336,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.6",fixed g drive sweep,0.55,0.6,14.0,4.2,150,false,0.0001,0.1,80,true,49,0,1.009324847795071e-11,2.5914739831942542e-11,3.8666539469468553e-11,8.6128075461471405e-19,0.1085414729547777,2.496091280533554,181.04152756370516,22.996659365158198,1.0000000000000007,false,0,0.018558916,0.0,0.0,0.465614209,1.178113584,1.669695541,0.10854147295477763,0.0007236098196985176,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.61",fixed g drive sweep,0.55,0.61,14.0,4.27,150,false,0.0001,0.1,80,true,56,0,3.247106523118488e-11,1.7457797074982858e-11,4.547392456426463e-11,1.0133460713116431e-18,0.1273816045343538,3.506281937574094,343.61355219581793,27.525810735320718,1.0000000000000004,false,0,0.076917,0.0,0.0,0.589375291,1.242139542,1.916387042,0.12738160453435374,0.0008492106968956916,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.62",fixed g drive sweep,0.55,0.62,14.0,4.34,150,false,0.0001,0.1,80,true,65,0,3.177046347272275e-11,3.795881810084172e-11,4.098709676122608e-11,9.14323670319202e-19,0.15060237505647467,5.164239517477314,732.9511979602054,34.29055827001908,0.9999999999999992,false,0,0.15314875,0.0,0.0,0.627865417,1.444240916,2.233465,0.15060237505647478,0.0010040158337098319,safe,1.7901610839968346e-26,1.001015345362991e-25,2.9302756005991418e-24
"fcs Δ=0.55, x=0.63",fixed g drive sweep,0.55,0.63,14.0,4.41,150,false,0.0001,0.1,80,true,77,0,4.4725219794884887e-11,8.495229476398558e-11,4.563913824224899e-11,1.019927698013165e-18,0.1799521701863551,8.209278734559948,1875.574804945729,45.61922607578766,1.0000000000000004,false,0,0.03859525,0.0,0.0,0.928718792,1.791815583,2.7665655,0.179952170186355,0.0011996811345757002,safe,3.521697425960683e-24,1.6051062903545695e-23,2.2329735311467827e-22
"fcs Δ=0.55, x=0.64",fixed g drive sweep,0.55,0.64,14.0,4.48,150,false,0.0001,0.1,80,true,99,1,1.4713342719789644e-13,2.6737767738984246e-13,2.5077926409017523e-14,5.61949991221821e-22,0.21865984220921253,14.977546534756566,6477.562573133379,68.49701519690174,1.0,false,0,0.166147208,1.249431959,1.249431959,1.054241959,0.428366292,3.065986541,0.21865984220921253,0.0014577322813947502,safe,8.923409948136053e-24,4.0879035587500975e-23,6.169213105694107e-22
"fcs Δ=0.55, x=0.65",fixed g drive sweep,0.55,0.65,14.0,4.55,150,false,0.0001,0.1,80,true,15,0,3.2043799090271024e-10,5.085811866070086e-10,8.19339538992496e-11,1.8431682754640653e-18,0.2742042000009347,36.08215705029343,36616.42701533348,131.58863741026008,1.0000000000000004,false,0,0.057908292,0.0,0.0,0.334721917,0.481751042,0.883034208,0.2742042000009346,0.0018280280000062307,safe,9.844952854682477e-22,4.4332785929788646e-21,6.184794567154449e-20
"fcs Δ=0.55, x=0.66",fixed g drive sweep,0.55,0.66,14.0,4.62,150,false,0.0001,0.1,80,true,19,0,3.199011307350153e-10,6.022109831306685e-10,2.9979232704202584e-11,6.783208625489456e-19,0.3716031905064132,151.6514137435524,429271.1222991477,408.10040822546483,0.9999999999999994,false,0,0.157772417,0.0,0.0,0.257265792,0.57144925,0.994046167,0.37160319050641344,0.0024773546033760897,safe,1.4760470626154488e-19,6.560218459754082e-19,8.694185514506343e-18
"fcs Δ=0.55, x=0.67",fixed g drive sweep,0.55,0.67,14.0,4.69,150,false,0.0001,0.1,80,true,24,0,3.8397592420825234e-10,5.24662669624536e-10,5.2030477747871024e-11,1.189598155352399e-18,0.6485560913164142,1501.0986762091939,1.2670750816753983e7,2314.5240578379603,1.0,false,0,0.040211375,0.0,0.0,0.433064125,0.70483325,1.185809583,0.6485560913164142,0.004323707275442762,safe,3.109250640595722e-17,1.3647206827093969e-16,1.7191892535991871e-15
"fcs Δ=0.55, x=0.68",fixed g drive sweep,0.55,0.68,14.0,4.760000000000001,150,false,0.0001,0.1,80,true,30,0,3.820728247159928e-10,1.1300610203524465e-9,6.922650781589889e-11,1.6378468251205383e-18,2.2832655681839875,34029.90873663613,9.400286347220296e8,14904.051990632905,0.9999999999999996,false,0,0.036705542,0.0,0.0,0.525286583,0.8927855,1.462648667,2.2832655681839884,0.015221770454559923,safe,7.489283781338805e-15,3.243904222508539e-14,3.864986586014229e-13
"fcs Δ=0.55, x=0.69",fixed g drive sweep,0.55,0.69,14.0,4.83,150,false,0.0001,0.1,80,true,36,0,7.022541864517307e-10,9.188583727120822e-10,3.4243527361488183e-10,9.609659453632885e-18,13.37918551205622,657171.5348420531,3.901467828949015e10,49118.949300005166,1.0000000000000009,false,0,0.036693875,0.0,0.0,0.487672625,1.311473375,1.843347083,13.379185512056207,0.08919457008037471,safe,1.1548296470760212e-12,4.937282753053422e-12,5.571273231585155e-11
"fcs Δ=0.55, x=0.7",fixed g drive sweep,0.55,0.7,14.0,4.8999999999999995,175,false,0.0001,0.1,80,true,17,1,5.859828602660269e-10,1.976194194077803e-9,1.300516836983557e-10,3.0048982294521927e-18,36.41819443795695,1.6530139758075129e6,1.118401997138517e10,45389.78390660288,1.0000000000000004,false,0,0.026075042,2.469059583,2.469059583,0.38500725,0.879931333,3.900213667,36.418194437956934,0.20810396821689678,safe,6.432967768071155e-17,2.860537098084221e-16,3.8628485465671656e-15
"fcs Δ=0.55, x=0.71",fixed g drive sweep,0.55,0.71,14.0,4.97,175,false,0.0001,0.1,80,true,20,0,8.912449002708771e-10,1.2892431952762476e-9,1.117848220131826e-10,2.4891210300727877e-18,54.09604171980756,1.3504737961302304e6,-4.6481759213544205e10,24964.3736065766,0.9999999999999988,false,0,0.155539834,0.0,0.0,0.439126667,0.890315042,1.497072125,54.09604171980762,0.3091202383989007,safe,2.1846784709453974e-15,9.591728038900567e-15,1.2275110441490346e-13
"fcs Δ=0.55, x=0.72",fixed g drive sweep,0.55,0.72,14.0,5.04,200,false,0.0001,0.1,80,true,17,1,2.8422399117857683e-10,2.6292358204307793e-10,1.356398367947408e-10,1.9222507757135875e-18,67.58394291335347,858127.441342533,-3.906201990621893e10,12697.208898313347,0.999999999999999,false,0,0.034593833,4.166500667,4.166500667,0.561105208,1.237581,6.144768333,67.58394291335354,0.33791971456676767,safe,1.0417748740537587e-20,4.750244436026465e-20,7.246584639919462e-19
"fcs Δ=0.55, x=0.73",fixed g drive sweep,0.55,0.73,14.0,5.109999999999999,200,false,0.0001,0.1,80,true,19,0,4.858731272590371e-9,3.7058322267075333e-9,4.78880310941497e-10,6.221750299289851e-18,78.2742550027493,499755.45169429015,-2.1700744078694374e10,6384.672095272408,1.0000000000000013,false,0,0.176087458,0.0,0.0,0.617670583,1.259761833,2.06987075,78.2742550027492,0.391371275013746,safe,3.376240575157149e-19,1.5203666125567341e-18,2.1991678538060125e-17
"fcs Δ=0.55, x=0.74",fixed g drive sweep,0.55,0.74,14.0,5.18,200,false,0.0001,0.1,80,true,23,0,5.031094921501294e-9,5.054051366034312e-9,4.5762913938245647e-10,5.5762840361950224e-18,86.87108686887856,284191.3308952813,-1.049840493418903e10,3271.414473313012,1.0000000000000004,false,0,0.154482209,0.0,0.0,0.714477417,1.480004125,2.365308042,86.87108686887852,0.4343554343443926,safe,8.33735565020334e-18,3.7091143292333e-17,5.096821200304292e-16
"fcs Δ=0.55, x=0.75",fixed g drive sweep,0.55,0.75,14.0,5.25,225,false,0.0001,0.1,80,true,16,1,2.83726238745305e-10,9.706583913482901e-11,7.31724714810247e-11,6.235527312213555e-19,93.98005467097951,163635.46081526694,-4.913502286813892e9,1741.172224129346,1.0000000000000007,false,0,0.052359667,4.764787125,4.764787125,0.624268792,1.40842275,6.994082042,93.98005467097944,0.41768913187101975,safe,1.3733175848731686e-23,6.332608984016167e-23,1.0287446894019426e-21
"fcs Δ=0.55, x=0.76",fixed g drive sweep,0.55,0.76,14.0,5.32,225,false,0.0001,0.1,80,true,19,0,1.2404297259902476e-9,1.5370439926088901e-9,1.3426547534347152e-10,1.1064904980544901e-18,100.05585337930138,97777.76096609727,-2.35739269134057e9,977.2317926811528,0.9999999999999999,false,0,0.072643041,0.0,0.0,0.81800425,1.420367666,2.333555833,100.0558533793014,0.44469268168578396,safe,4.267636611531595e-22,1.9444603354427863e-21,3.001822098491729e-20
"fcs Δ=0.55, x=0.77",fixed g drive sweep,0.55,0.77,14.0,5.390000000000001,225,false,0.0001,0.1,80,true,23,0,5.594664176680525e-10,9.073404290119392e-11,8.070921724441558e-11,6.485983899980838e-19,105.41803258858397,61710.18928249336,-1.2039781432964852e9,585.385514860919,1.0,false,0,0.171117292,0.0,0.0,0.889186083,1.754075417,2.834774208,105.41803258858397,0.46852458928259544,safe,1.0850745722265723e-20,4.8866853133507396e-20,7.181424018661711e-19
"fcs Δ=0.55, x=0.78",fixed g drive sweep,0.55,0.78,14.0,5.46,250,false,0.0001,0.1,80,true,15,1,3.4219282723513645e-11,4.2343572361961156e-11,9.081273265867983e-12,5.412391655699524e-20,110.28867182126987,41525.177043165306,-6.689346223791919e8,376.51352906361603,0.9999999999999999,false,0,0.07067475,7.437914916,7.437914916,0.7879155,1.605076333,10.1021635,110.28867182126989,0.44115468728507956,safe,8.15531652794243e-27,3.798819440937e-26,6.538733727791425e-25
"fcs Δ=0.55, x=0.79",fixed g drive sweep,0.55,0.79,14.0,5.53,250,false,0.0001,0.1,80,true,17,0,4.445244637525262e-10,3.485096339789154e-10,7.913292706890458e-11,4.6416817181503e-19,114.82143525886606,29780.680556391693,-4.063152306631117e8,259.36516547847407,0.9999999999999998,false,0,0.201556,0.0,0.0,0.877657375,1.830876708,2.934841792,114.82143525886609,0.4592857410354644,safe,2.7278460823467237e-25,1.256086875893118e-24,2.0584705097526768e-23
"fcs Δ=0.55, x=0.8",fixed g drive sweep,0.55,0.8,14.0,5.6000000000000005,250,false,0.0001,0.1,80,true,21,0,2.672293734752186e-10,2.6843498745404206e-10,6.69235127555761e-11,3.8729358360763527e-19,119.12101355797354,22573.57666814252,-2.6736152987600675e8,189.5012138824395,1.0000000000000004,false,0,0.0564315,0.0,0.0,1.11032,1.960446375,3.280034541,119.1210135579735,0.476484054231894,safe,7.687297563830926e-24,3.5001771318668404e-23,5.469411122879027e-22
"fcs Δ=0.55, x=0.81",fixed g drive sweep,0.55,0.81,14.0,5.67,275,false,0.0001,0.1,80,true,15,1,6.127674489501755e-11,5.984918653150636e-12,7.889097316493927e-12,3.5033775924137097e-20,123.25726531315927,17869.191005113575,-1.874758492199792e8,144.9747482204265,1.0000000000000009,false,0,0.076847333,8.756868291,8.756868291,0.96851225,1.94944325,11.9054285,123.25726531315917,0.44820823750239697,safe,3.0516076720917307e-30,1.4342156387177822e-29,2.600711344105563e-28
"fcs Δ=0.55, x=0.82",fixed g drive sweep,0.55,0.82,14.0,5.739999999999999,275,false,0.0001,0.1,80,true,17,0,1.1982004039485338e-9,1.9624301279384775e-9,9.651397607963823e-11,4.2411130732696323e-19,127.27615618392669,14600.321932331808,-1.3769048218086696e8,114.71372462908836,0.9999999999999999,false,0,0.213446375,0.0,0.0,1.036651166,2.113314583,3.415682291,127.2761561839267,0.46282238612336984,safe,1.1385057564156546e-28,5.291532977484047e-28,9.150852582927883e-27
"fcs Δ=0.55, x=0.83",fixed g drive sweep,0.55,0.83,14.0,5.81,275,false,0.0001,0.1,80,true,21,0,6.730598521027942e-10,6.277979952336676e-11,5.6469671030047223e-11,2.457681783968132e-19,131.2079414000676,12197.563503667488,-1.044055827794439e8,92.96360703103909,1.0,false,0,0.212600416,0.0,0.0,1.264121792,2.675714916,4.183668083,131.2079414000676,0.4771197869093367,safe,3.6359813801672774e-27,1.671651647498475e-26,2.7607399267370053e-25
"fcs Δ=0.55, x=0.84",fixed g drive sweep,0.55,0.84,14.0,5.88,275,false,0.0001,0.1,80,true,25,0,4.4907110318438285e-10,6.904525854838977e-10,4.9113466648762733e-11,2.1185288416685058e-19,135.0728616392383,10348.8640066835,-8.087982982497573e7,76.61690054604708,1.000000000000002,false,0,0.240964792,0.0,0.0,1.532664875,2.951145167,4.779985584,135.07286163923806,0.491174042324502,safe,1.0007071047342637e-25,4.552196680708138e-25,7.189117059085151e-24
"fcs Δ=0.55, x=0.85",fixed g drive sweep,0.55,0.85,14.0,5.95,300,false,0.0001,0.1,80,true,14,1,7.693151966892751e-11,8.428357843544854e-11,1.5186514659856136e-11,5.1549509193986216e-20,138.88485683911222,8877.051575285044,-6.35638419426835e7,63.9166268902048,1.0000000000000004,false,0,0.119497833,10.869608542,10.869608542,1.457295042,2.233863792,14.898028125,138.88485683911216,0.46294952279704055,safe,3.584095358385012e-32,1.6793481889347632e-31,3.0464177801987164e-30
"fcs Δ=0.55, x=0.86",fixed g drive sweep,0.55,0.86,14.0,6.02,300,false,0.0001,0.1,80,true,17,0,2.1663023759302804e-10,3.3506090708452593e-10,5.420919375972562e-11,1.8257005430115324e-19,142.65388315319888,7677.133495316471,-5.046339629460768e7,53.81650555612176,1.0,false,0,0.26406675,0.0,0.0,1.204091667,2.347173667,3.854528625,142.65388315319888,0.4755129438439962,safe,1.3067009820587897e-30,6.0583879254512504e-30,1.0509986317476825e-28
"fcs Δ=0.55, x=0.87",fixed g drive sweep,0.55,0.87,14.0,6.09,300,false,0.0001,0.1,80,true,21,0,7.290890765378495e-11,9.818140830416228e-12,1.5729965746508178e-11,5.258297073451048e-20,146.38732805604408,6683.777962053758,-4.0379649926607005e7,45.65817308650437,1.0000000000000004,false,0,0.222193625,0.0,0.0,1.482037125,2.774384833,4.540151083,146.38732805604403,0.4879577601868134,safe,4.1460717904311037e-29,1.90256468753948e-28,3.1600591118124468e-27
"fcs Δ=0.55, x=0.88",fixed g drive sweep,0.55,0.88,14.0,6.16,350,false,0.0001,0.1,80,true,16,1,1.506926357943839e-10,2.359498191603815e-10,1.1524462027206689e-11,2.5371247605426746e-20,150.09087549261176,5854.104267141016,-3.2541902350642283e7,39.003731891944255,1.0000000000000002,false,0,0.132240125,15.382478416,15.382478416,2.72141375,3.484691333,21.953241917,150.09087549261173,0.4288310728360335,safe,9.359299521613076e-45,4.58261546895308e-44,1.0275335983200308e-42
"fcs Δ=0.55, x=0.89",fixed g drive sweep,0.55,0.89,14.0,6.23,350,false,0.0001,0.1,80,true,18,0,4.706029747256055e-10,4.722772735703403e-10,3.693172281560439e-10,8.076030297131186e-19,153.76904669778105,5158.3229573696735,-2.6422635837416265e7,33.545912315551284,1.0000000000000004,false,0,0.329858541,0.0,0.0,1.739457834,3.420528542,5.545046125,153.769046697781,0.4393401334222314,safe,6.6411763064538725e-43,3.217387047688112e-42,6.893991275400933e-41
"fcs Δ=0.55, x=0.9",fixed g drive sweep,0.55,0.9,14.0,6.3,350,false,0.0001,0.1,80,true,21,0,5.909063906002904e-9,8.71036075727858e-9,2.7230148720913723e-10,5.916162992161304e-19,157.42555193688818,4574.481453951086,-2.164050399498741e7,29.05806203420518,1.0000000000000004,false,0,0.285601208,0.0,0.0,2.002707291,3.693238875,6.173347833,157.42555193688813,0.4497872912482518,safe,4.0883672412303757e-41,1.960247696144902e-40,4.019443177783431e-39
"fcs Δ=0.55, x=0.91",fixed g drive sweep,0.55,0.91,14.0,6.37,350,false,0.0001,0.1,80,true,25,0,2.6787721689174594e-9,1.136155864137458e-9,2.3200881345117064e-10,5.009435995015442e-19,161.06353057170543,4085.4275943004563,-1.79074973557859e7,25.3653175228369,1.0000000000000002,false,0,0.294815167,0.0,0.0,2.4923485,4.378351208,7.221222667,161.0635305717054,0.4601815159191583,safe,2.1774066165846035e-39,1.0335220792817631e-38,2.0316091729984914e-37
"fcs Δ=0.55, x=0.92",fixed g drive sweep,0.55,0.92,14.0,6.44,350,false,0.0001,0.1,80,true,29,0,4.160176130523834e-9,7.60482671395743e-9,2.0312087798429243e-10,4.359386766588469e-19,164.68571981240248,3677.0364786671394,-1.4999214310986135e7,22.32759757710469,1.0,false,0,0.286120917,0.0,0.0,2.873912625,5.155493292,8.372399375,164.68571981240248,0.47053062803543566,safe,1.0063089250832603e-37,4.730349997405215e-37,8.930741185335077e-36
"fcs Δ=0.55, x=0.93",fixed g drive sweep,0.55,0.93,14.0,6.510000000000001,350,false,0.0001,0.1,80,true,33,0,7.557635756190751e-9,1.291027693476324e-8,2.846991507514473e-10,6.074728326444748e-19,168.29457377686683,3337.194630332444,-1.2737557206291776e7,19.82948442982517,0.9999999999999987,false,0,0.27210675,0.0,0.0,3.285868792,5.92837875,9.540026625,168.29457377686705,0.4808416393624773,safe,4.067612387977837e-36,1.8942668789099496e-35,3.4397634826507988e-34
"fcs Δ=0.55, x=0.94",fixed g drive sweep,0.55,0.94,14.0,6.58,350,false,0.0001,0.1,80,true,37,0,4.549514026478905e-9,7.264085527123408e-10,6.461943712121139e-10,1.3710371111837492e-18,171.89234230173855,3055.2594051240703,-1.0980177996228352e7,17.77426128594426,1.0,false,0,0.247487834,0.0,0.0,3.724466875,6.645033041,10.67412725,171.89234230173855,0.4911209780049673,safe,1.4665874630056295e-34,6.7670969083541825e-34,1.1819847593419471e-32
"fcs Δ=0.55, x=0.95",fixed g drive sweep,0.55,0.95,14.0,6.6499999999999995,400,false,0.0001,0.1,80,true,15,1,2.1545062052735312e-11,1.0811304357915035e-11,3.39594129094265e-12,5.0180359222069205e-21,175.48111728977705,2821.8054398095346,-9.613496636955952e6,16.080393625200173,1.0000000000000002,false,0,0.196644666,22.500823959,22.500823959,3.3912035,4.117993541,30.459158416,175.481117289777,0.4387027932244425,safe,2.1112901986229743e-50,1.0308448699539458e-49,2.3328162942065497e-48
"fcs Δ=0.55, x=0.96",fixed g drive sweep,0.55,0.96,14.0,6.72,400,false,0.0001,0.1,80,true,17,0,3.6584708338239007e-10,5.494213527672811e-10,5.914006625998426e-11,8.69290287101077e-20,179.06285430441196,2628.525655920657,-8.547553890854703e6,14.679346345345799,1.0000000000000004,false,0,0.352097042,0.0,0.0,2.198248125,3.862831,6.600670459,179.06285430441187,0.44765713576102967,safe,1.6364161248385976e-48,7.912277330875372e-48,1.717595504476868e-46
"fcs Δ=0.55, x=0.97",fixed g drive sweep,0.55,0.97,14.0,6.79,400,false,0.0001,0.1,80,true,20,0,7.009445641030346e-10,3.4350109258749116e-10,7.557645934851106e-11,1.1051855712962574e-19,182.6393773886124,2468.1955671003548,-7.711827080761023e6,13.514038442261178,1.0000000000000002,false,0,0.329267458,0.0,0.0,2.613626417,4.568518958,7.578455041,182.63937738861236,0.4565984434715309,safe,1.0378283560489784e-46,4.9879107485219135e-46,1.0507907679684918e-44
"fcs Δ=0.55, x=0.98",fixed g drive sweep,0.55,0.98,14.0,6.859999999999999,400,false,0.0001,0.1,80,true,24,0,3.95274734607472e-10,7.067531954204596e-10,5.278322525729461e-11,7.6800025729988e-20,186.21237578683596,2334.643093846593,-7.051637630103524e6,12.537529173244334,0.9999999999999989,false,0,0.300071583,0.0,0.0,3.173988583,5.433063042,8.983955458,186.21237578683616,0.4655309394670904,safe,5.181678555460316e-45,2.491990173669141e-44,5.2005145143719e-43
"fcs Δ=0.55, x=0.99",fixed g drive sweep,0.55,0.99,14.0,6.93,400,false,0.0001,0.1,80,true,28,0,6.502823098490146e-10,4.710338993670473e-10,5.844534234550481e-11,8.462111572642939e-20,189.78339881172366,2222.6988540500033,-6.525046870830695e6,11.711766508381757,1.0000000000000002,false,0,0.174471375,0.0,0.0,3.647338125,6.372772667,10.25735875,189.7833988117236,0.474458497029309,safe,1.9634690140603376e-43,9.571943224423176e-43,2.0487811538393967e-41
"fcs Δ=0.55, x=1.0",fixed g drive sweep,0.55,1.0,14.0,7.0,400,false,0.0001,0.1,80,true,33,0,2.7464820840598115e-10,3.6713760457816045e-10,3.321536216158663e-11,4.7860130196438585e-20,193.35385287320454,2128.1227843194306,-6.100228141491445e6,11.006363476578807,0.9999999999999988,false,0,0.183389375,0.0,0.0,4.295035375,7.300472,11.841593708,193.35385287320477,0.4833846321830119,safe,7.867651100901327e-42,3.8603299408337535e-41,8.27917083992455e-40
"fcs Δ=0.55, x=1.02",fixed g drive sweep,0.55,1.02,14.0,7.140000000000001,450,false,0.0001,0.1,80,true,15,1,3.431673048288817e-10,6.35446630185395e-10,1.6509321602685638e-11,1.7203801081303575e-20,200.49797356178337,1978.2175841714695,-5.466678473596025e6,9.866521586373453,0.9999999999999996,false,0,0.229614,24.092720542,24.092720542,4.090779333,5.698051375,34.432643875,200.49797356178345,0.4455510523595188,safe,7.783357029730669e-56,3.782859035704841e-55,8.556538248293538e-54
"fcs Δ=0.55, x=1.04",fixed g drive sweep,0.55,1.04,14.0,7.28,450,false,0.0001,0.1,80,true,21,0,3.8821729506606255e-9,6.438490762450338e-9,1.340464772603718e-10,1.384423195018598e-19,207.65324619418357,1866.1104026984628,-5.027445184657185e6,8.9866661701662,0.999999999999999,false,0,0.406158708,0.0,0.0,3.385968625,5.809423042,9.706660458,207.65324619418377,0.46145165820929723,safe,1.096005588662142e-52,6.3428414019822584e-52,2.0744625987267576e-50
"fcs Δ=0.55, x=1.06",fixed g drive sweep,0.55,1.06,14.0,7.42,450,false,0.0001,0.1,80,true,29,0,4.565900130517535e-10,4.01947662159965e-10,4.491863909403277e-11,4.5991227263902346e-20,214.82625050162318,1782.175741825859,-4.72425979669865e6,8.295893717199116,1.0,false,0,0.249500166,0.0,0.0,4.623071375,7.889828375,12.861613041,214.82625050162318,0.47739166778138487,safe,1.1784913495703413e-47,5.305229799626054e-47,8.943799437975017e-46
"fcs Δ=0.55, x=1.08",fixed g drive sweep,0.55,1.08,14.0,7.5600000000000005,450,false,0.0001,0.1,80,true,38,0,2.689010306563584e-10,4.906221957959282e-10,5.836473979499054e-11,5.925676697412245e-20,222.0219663330384,1723.8991118805175,-4.543989490630524e6,7.764543033073703,1.0,false,0,0.314670792,0.0,0.0,5.854857875,10.140139083,16.415528292,222.0219663330384,0.49338214740675196,safe,1.1280416719052968e-43,4.962117671637881e-43,7.634278968744484e-42
"fcs Δ=0.55, x=1.1",fixed g drive sweep,0.55,1.1,14.0,7.700000000000001,500,false,0.0001,0.1,80,true,17,1,2.8405754579694694e-11,1.6276975111444063e-11,2.7848100426916082e-12,2.1157095390399256e-21,229.24411052559321,1694.6672067169427,-4.511839510090755e6,7.392413278716476,1.0000000000000004,false,0,0.292887583,25.173618625,25.173618625,4.70768675,5.951078417,36.590507875,229.2441105255931,0.4584882210511862,safe,5.476147744554431e-59,2.622981614276466e-58,5.674263088889009e-57
"fcs Δ=0.55, x=1.12",fixed g drive sweep,0.55,1.12,14.0,7.840000000000001,500,false,0.0001,0.1,80,true,23,0,5.99710915050443e-10,2.959322054640541e-10,2.8934334036413865e-11,2.1809443504056435e-20,236.49542701078317,1703.81019134074,-4.700302075699103e6,7.204410727413573,1.0000000000000007,false,0,0.440007959,0.0,0.0,4.245158334,6.956252625,11.762528167,236.49542701078303,0.47299085402156604,safe,6.4907633339753135e-55,3.131805959053118e-54,6.85781484541709e-53
"fcs Δ=0.55, x=1.14",fixed g drive sweep,0.55,1.14,14.0,7.9799999999999995,500,false,0.0001,0.1,80,true,29,0,2.888111543574481e-10,2.5800648160936245e-10,1.3745779845291245e-10,1.0281406523207623e-19,243.7778478658684,1768.9627522999806,-5.269163709955159e6,7.256454053500794,1.0,false,0,0.418304875,0.0,0.0,5.337608709,9.1007355,15.085303917,243.7778478658684,0.4875556957317368,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=1.16",fixed g drive sweep,0.55,1.16,14.0,8.12,500,false,0.0001,0.1,80,true,38,0,9.567453668673993e-10,1.7204037802128316e-9,8.868886509141069e-11,6.583883538035373e-20,251.09236907887137,1923.4093852048122,-6.585679115774204e6,7.660166624182212,0.9999999999999997,false,0,0.407791875,0.0,0.0,7.02568,11.736006,19.289700375,251.09236907887146,0.5021847381577429,safe,0.0,0.0,0.0
