label,probe_group,Δ,x,g,E,N,cutoff_budget_exceeded,trunc_tol,ss_ilu_tau,ss_rebuild_niter,ss_converged,ss_iterations,ss_rebuilds,trace_error,hermiticity_error,liouvillian_residual,relative_liouvillian_residual,c1,c2,c3,Fano,current_check,fcs_retry,fcs_warnings,liouvillian_seconds,preconditioner_seconds,ilu_seconds,gmres_seconds,fcs_seconds,total_seconds,n,occupation_fraction,cutoff_status,cavity_boundary,cavity_tail,cavity_tail5
"fcs Δ=0.0, x=0.86",fixed g drive sweep,0.0,0.86,14.0,6.02,150,false,0.0001,0.1,80,true,34,0,7.105427357601002e-14,7.463369862328537e-12,1.8527978534927542e-11,5.421108538164221e-19,2.2411826380060234,106.3512674280985,10516.504007227022,47.4531908397787,1.0000000000000007,false,0,0.143472792,0.0,0.0,0.432804708,0.878005042,1.461097125,2.241182638006022,0.014941217586706813,safe,7.31465019336843e-14,2.6793023440647945e-13,2.1591957921366595e-12
"fcs Δ=0.0, x=0.87",fixed g drive sweep,0.0,0.87,14.0,6.09,150,false,0.0001,0.1,80,true,38,0,4.109623752412972e-11,6.4895639706983025e-12,1.696536798816079e-11,5.120192456313025e-19,2.5427266399465345,125.01750782072361,12999.344409347705,49.166711771797985,0.9999999999999997,false,0,0.03708575,0.0,0.0,0.625487208,1.15443675,1.825822916,2.5427266399465354,0.016951510932976904,safe,2.4601523553748883e-13,8.899403860225846e-13,6.929527389817319e-12
"fcs Δ=0.0, x=0.88",fixed g drive sweep,0.0,0.88,14.0,6.16,150,false,0.0001,0.1,80,true,42,0,5.584366302713306e-11,7.919281381429676e-12,2.297027401956021e-11,7.165744738592471e-19,2.8833598363839577,146.51360622927635,16015.9951283344,50.813500410347714,0.9999999999999996,false,0,0.024349166,0.0,0.0,0.565484541,1.147797209,1.744917333,2.883359836383959,0.019222398909226394,safe,7.632489584663688e-13,2.7356602479234954e-12,2.0824117787111897e-11
"fcs Δ=0.0, x=0.89",fixed g drive sweep,0.0,0.89,14.0,6.23,150,false,0.0001,0.1,80,true,47,0,5.420552895429864e-12,6.3142745603874895e-12,2.0511949378181198e-11,6.626705728551967e-19,3.2678341715673573,171.16239607964226,19670.362112070143,52.377932016528035,1.0000000000000004,false,0,0.025307583,0.0,0.0,0.613157458,1.264374458,1.909640458,3.267834171567356,0.021785561143782373,safe,2.2486523043234277e-12,7.98842120578061e-12,5.947750945079366e-11
"fcs Δ=0.0, x=0.9",fixed g drive sweep,0.0,0.9,14.0,6.3,150,false,0.0001,0.1,80,true,52,0,8.807843343561217e-12,7.479905793021428e-12,1.926154318368231e-11,6.454252369996854e-19,3.701451098240826,199.30164025398514,24085.20826691055,53.84419109270589,1.0000000000000004,false,0,0.137034042,0.0,0.0,0.709832,1.351266541,2.20544125,3.7014510982408244,0.02467634065493883,safe,6.291302466460379e-12,2.215270164502979e-11,1.6153774657326462e-10
"fcs Δ=0.0, x=0.91",fixed g drive sweep,0.0,0.91,14.0,6.37,150,false,0.0001,0.1,80,true,59,0,4.66215954730842e-12,6.081096204953313e-12,1.0933534123073123e-11,3.803610940789758e-19,4.190130666910623,231.27888545769883,29405.211998948475,55.19610337789786,1.0000000000000007,false,0,0.12305175,0.0,0.0,0.777044208,1.480975958,2.389875834,4.19013066691062,0.0279342044460708,safe,1.6800510957221932e-11,5.864446998219794e-11,4.194336919115483e-10
"fcs Δ=0.0, x=0.92",fixed g drive sweep,0.0,0.92,14.0,6.44,150,false,0.0001,0.1,80,true,67,0,2.8126390105853716e-12,5.056265716338635e-12,8.04460840223013e-12,2.9057252328473455e-19,4.740492287088653,267.4429910697463,35799.93258308335,56.41671262669535,1.0000000000000009,false,0,0.170019959,0.0,0.0,0.872360667,1.671787083,2.7210805,4.740492287088649,0.03160328191392432,safe,4.2963538577107415e-11,1.4868701639881393e-10,1.0444368223178807e-9
"fcs Δ=0.0, x=0.93",fixed g drive sweep,0.0,0.93,14.0,6.510000000000001,150,false,0.0001,0.1,80,true,76,0,2.0383694732117874e-11,4.4742529475364085e-12,7.480785153063128e-12,2.80217187964825e-19,5.35995382166476,308.13059628599467,43466.061022415095,57.4875468218664,0.9999999999999996,false,0,0.041318792,0.0,0.0,1.128895,1.81137425,2.988509542,5.359953821664763,0.035733025477765086,safe,1.0568737015765059e-10,3.6267329807519375e-10,2.5044211595010994e-9
"fcs Δ=0.0, x=0.94",fixed g drive sweep,0.0,0.94,14.0,6.58,150,false,0.0001,0.1,80,true,88,1,3.9968028886505635e-15,6.0506749712950004e-15,1.607382355390157e-14,6.225988451208032e-22,6.056865814492537,353.64551810593736,52627.82959792636,58.38754381181002,0.9999999999999996,false,0,0.16708225,1.945962375,1.945962375,1.272596667,0.449625958,3.98224225,6.056865814492539,0.04037910542995026,safe,2.506569323196926e-10,8.529438437780817e-10,5.792482029052047e-9
"fcs Δ=0.0, x=0.95",fixed g drive sweep,0.0,0.95,14.0,6.6499999999999995,150,false,0.0001,0.1,80,true,13,0,1.2707612739859542e-11,4.597905473230112e-12,1.1627726359195853e-11,4.633931012954147e-19,6.84071884627526,404.2294526810255,63533.59165059164,59.09166299110898,1.0000000000000007,false,0,0.14084675,0.0,0.0,0.2289625,0.457081583,0.834615791,6.840718846275256,0.04560479230850171,safe,5.7339832848412e-10,1.934903376267468e-9,1.2919786087498094e-8
"fcs Δ=0.0, x=0.96",fixed g drive sweep,0.0,0.96,14.0,6.72,150,false,0.0001,0.1,80,true,16,0,1.4977130646798287e-11,4.189682851949041e-12,1.3169644164734418e-11,5.360447670636615e-19,7.722500025608457,460.0240012676082,76445.07832881578,59.569310423066376,1.000000000000001,false,0,0.169194333,0.0,0.0,0.263374209,0.50928275,0.949242375,7.722500025608448,0.05148333350405632,safe,1.262733325385969e-9,4.2255140089357805e-9,2.7719577631121864e-8
"fcs Δ=0.0, x=0.97",fixed g drive sweep,0.0,0.97,14.0,6.79,150,false,0.0001,0.1,80,true,19,0,1.8458345962812928e-11,6.7108639168723105e-12,1.1742140337623602e-11,4.835209957788171e-19,8.715330565945441,521.0275479752465,91613.10758057912,59.78287846144655,1.0000000000000007,false,0,0.023093291,0.0,0.0,0.325850583,0.719689667,1.094698666,8.715330565945436,0.058102203772969575,safe,2.666426025638492e-9,8.848376585519469e-9,5.696131862304247e-8
"fcs Δ=0.0, x=0.98",fixed g drive sweep,0.0,0.98,14.0,6.859999999999999,150,false,0.0001,0.1,80,true,23,0,1.833355689484506e-11,3.4569659390511475e-12,6.392737604189784e-12,2.6342993408795645e-19,9.835571971024343,587.055771374945,109228.92403437725,59.68699869254325,1.0000000000000002,false,0,0.01458875,0.0,0.0,0.3810375,0.703371916,1.105841542,9.835571971024342,0.06557047980682894,safe,5.36985985561985e-9,1.7671376403726403e-8,1.114903623114575e-7
"fcs Δ=0.0, x=0.99",fixed g drive sweep,0.0,0.99,14.0,6.93,150,false,0.0001,0.1,80,true,27,0,3.269562398600101e-11,3.5478052588514643e-12,5.9070336782863585e-12,2.409431178663306e-19,11.104576080136317,657.7188718266347,129334.00729675786,59.229534480217694,1.0000000000000007,false,0,0.15120025,0.0,0.0,0.461202083,0.827464125,1.446753417,11.10457608013631,0.07403050720090873,safe,1.025241982320205e-8,3.346015977200671e-8,2.066531228217115e-7
"fcs Δ=0.0, x=1.0",fixed g drive sweep,0.0,1.0,14.0,7.0,150,false,0.0001,0.1,80,true,31,0,1.508226876723029e-11,8.42045131766712e-12,1.5466836308747033e-11,6.186478723605648e-19,12.551017144823318,732.4229979731953,151667.38292012288,58.35566866987223,1.0000000000000002,false,0,0.018362,0.0,0.0,0.503470375,1.097246208,1.645102542,12.551017144823316,0.08367344763215544,safe,1.8458712909233158e-8,5.975012332708896e-8,3.6100042355225745e-7
"fcs Δ=0.0, x=1.02",fixed g drive sweep,0.0,1.02,14.0,7.140000000000001,150,false,0.0001,0.1,80,true,43,0,7.132017199040774e-11,1.7945396229901812e-11,2.6832283873685607e-11,1.0150716822088628e-18,16.138158047360367,890.3998523709673,199100.29498366127,55.173573697687594,0.9999999999999993,false,0,0.015464167,0.0,0.0,0.714463416,1.387141166,2.1247965,16.138158047360378,0.10758772031573585,safe,5.009110786545144e-8,1.5960009996732432e-7,9.267661741430934e-7
"fcs Δ=0.0, x=1.04",fixed g drive sweep,0.0,1.04,14.0,7.28,150,false,0.0001,0.1,80,true,59,0,5.598999042177866e-11,5.3527751183199996e-11,2.7025018936685366e-11,9.6288981978274e-19,20.972931310512244,1046.9480343661785,235838.943338819,49.919013173014,0.9999999999999994,false,0,0.161405959,0.0,0.0,1.018530542,1.89888075,3.085834917,20.972931310512255,0.1398195420700817,safe,1.233844787021562e-7,3.875649278776058e-7,2.2397834661798332e-6
"fcs Δ=0.0, x=1.06",fixed g drive sweep,0.0,1.06,14.0,7.42,150,false,0.0001,0.1,80,true,80,0,7.604494811630502e-11,5.5578404343770834e-11,3.7076068035806834e-11,1.2496924717911552e-18,27.246181068314126,1162.3720748931862,242017.66122133267,42.661834771588,1.0,false,0,0.029475666,0.0,0.0,1.482417166,2.712426375,4.350931,27.246181068314126,0.18164120712209417,safe,4.099046047022155e-7,1.26982821342766e-6,7.542676654144898e-6
"fcs Δ=0.0, x=1.08",fixed g drive sweep,0.0,1.08,14.0,7.5600000000000005,150,false,0.0001,0.1,80,true,115,1,7.682743330406083e-14,1.9609789452155306e-13,4.544992360423903e-14,1.458002789342356e-21,34.64103996973985,1189.2469526720095,215636.8646506823,34.33057880799358,0.9999999999999992,false,0,0.045392875,4.647159084,4.647159084,2.3959677920000004,0.795055292,8.04431625,34.64103996973988,0.23094026646493251,safe,1.5799350111244585e-6,4.819737893726799e-6,2.7977723311127332e-5
"fcs Δ=0.0, x=1.1",fixed g drive sweep,0.0,1.1,14.0,7.700000000000001,175,false,0.0001,0.1,80,true,15,1,7.204459251397566e-12,4.875177911946661e-11,1.971995736816113e-11,4.0613628051455718e-19,42.73239208067002,1210.5201406876613,216437.1696800102,28.32792834069403,0.9999999999999999,false,0,0.040037375,5.418539834,5.418539834,0.54362175,1.099720583,7.259178958,42.732392080670024,0.2441850976038287,safe,2.1511427341196208e-7,6.686951811039008e-7,4.086657946050122e-6
"fcs Δ=0.0, x=1.12",fixed g drive sweep,0.0,1.12,14.0,7.840000000000001,175,false,0.0001,0.1,80,true,24,0,1.6733614494057747e-11,7.429335518688848e-11,3.856581266820993e-11,7.679221580439415e-19,51.131271147220055,1173.4441660482285,189769.83890427454,22.949638053581367,1.0000000000000002,false,0,0.160884542,0.0,0.0,0.820122042,1.556232291,2.547789208,51.13127114722004,0.2921786922698288,safe,9.003384070968129e-7,2.7566146670807137e-6,1.6251144476256927e-5
"fcs Δ=0.0, x=1.14",fixed g drive sweep,0.0,1.14,14.0,7.9799999999999995,200,false,0.0001,0.1,80,true,16,1,2.0684298718265381e-10,2.9576445008771247e-10,8.416998629880789e-12,1.1497109380230385e-19,59.81869900549028,1173.7288831430974,191222.7048124233,19.62143782223298,0.9999999999999988,false,0,0.061803458,7.231646958,7.231646958,0.839658208,1.432342167,9.710324708,59.81869900549035,0.29909349502745175,safe,1.1678985431117791e-7,3.6372526501962773e-7,2.2559042925471153e-6
"fcs Δ=0.0, x=1.16",fixed g drive sweep,0.0,1.16,14.0,8.12,225,false,0.0001,0.1,80,true,17,1,2.8621105485626686e-11,1.0698943390545437e-10,9.878311373777814e-12,9.678703262678587e-20,68.69599048376861,1160.8942142246922,182873.76496517748,16.899009768248217,1.0000000000000013,false,0,0.060737292,7.41940325,7.41940325,1.121810959,1.792185125,10.665893625,68.69599048376853,0.30531551326119344,safe,1.1474421717430467e-8,3.628880835161197e-8,2.2887856307576318e-7
"fcs Δ=0.0, x=1.18",fixed g drive sweep,0.0,1.18,14.0,8.26,225,false,0.0001,0.1,80,true,25,0,3.98461041939413e-10,2.420174300110146e-9,8.907261753007718e-11,8.5490319855814e-19,77.75648150896983,1144.9679926310907,170377.48995626564,14.725048901537676,1.0000000000000027,false,0,0.073273584,0.0,0.0,1.398730333,2.364201167,3.854935875,77.75648150896963,0.3455843622620872,safe,6.450915832452155e-8,2.0106944443510482e-7,1.2577616122482892e-6
"fcs Δ=0.0, x=1.2",fixed g drive sweep,0.0,1.2,14.0,8.4,250,false,0.0001,0.1,80,true,16,1,6.851457934331506e-8,1.0511676368691643e-7,1.230445742136129e-9,8.794860828732443e-18,87.00088571445652,1136.9958224010659,163082.49778045842,13.068784450456885,1.0000000000000002,false,0,0.073240667,10.025885334,10.025885334,1.445185333,2.209889125,14.019816208,87.00088571445649,0.348003542857826,safe,6.119965414462933e-9,1.934863792065985e-8,1.2353128905694437e-7
"fcs Δ=0.0, x=1.22",fixed g drive sweep,0.0,1.22,14.0,8.54,275,false,0.0001,0.1,80,true,16,1,2.3221158329533864e-10,3.480876608036425e-10,2.9857364816451496e-11,1.6341242824888367e-19,96.4157615574678,1129.2064096692354,154750.9684981167,11.711844530690986,0.9999999999999999,false,0,0.091012625,12.595925583,12.595925583,1.708063792,2.838742166,17.419144792,96.41576155746782,0.350602769299883,safe,5.583966319947626e-10,1.7881504870680614e-9,1.1428712356285682e-8
"fcs Δ=0.0, x=1.24",fixed g drive sweep,0.0,1.24,14.0,8.68,275,false,0.0001,0.1,80,true,25,0,2.202080073843149e-9,5.647452221335632e-9,2.1996436094096323e-10,1.1860301066196694e-18,105.99882877281479,1122.9645160500152,146574.34442358,10.594121926166212,0.9999999999999998,false,0,0.107288917,0.0,0.0,2.068139125,3.477304,5.684036,105.99882877281482,0.38545028644659934,safe,3.5021088814359285e-9,1.1059970096654857e-8,7.115017013846132e-8
"fcs Δ=0.0, x=1.26",fixed g drive sweep,0.0,1.26,14.0,8.82,300,false,0.0001,0.1,80,true,17,1,1.0175127407308082e-10,1.730129486162351e-10,4.088601423295773e-12,1.7293569068427473e-20,115.74819982450803,1119.0200949858383,139536.69623743513,9.667710570725452,1.0000000000000002,false,0,0.101640084,15.63255675,15.63255675,2.355226459,3.414433042,21.686979334,115.74819982450802,0.38582733274836006,safe,3.0671375864927653e-10,9.80347583298846e-10,6.336998388936158e-9
"fcs Δ=0.0, x=1.28",fixed g drive sweep,0.0,1.28,14.0,8.96,350,false,0.0001,0.1,80,true,18,1,8.941682949625829e-10,2.9145454194840998e-9,1.1168013812455583e-11,3.105785178157377e-20,125.66134362894094,1116.4509377900595,132881.91647830827,8.884601306562272,1.0,false,0,0.155776292,18.155683333,18.155683333,2.621845667,4.261563916,25.435857375,125.66134362894094,0.35903241036840267,safe,1.8170857007430914e-13,5.997919696304996e-13,4.1783823920186744e-12
"fcs Δ=0.0, x=1.3",fixed g drive sweep,0.0,1.3,14.0,9.1,350,false,0.0001,0.1,80,true,27,0,2.2754287343218493e-10,1.3034726239770072e-9,2.873414431019366e-11,7.896712302853249e-20,135.7369911712275,1115.2278500496482,126709.67355052939,8.216093788632953,0.9999999999999988,false,0,0.342209875,0.0,0.0,3.079359542,5.4675115,8.940085667,135.73699117122766,0.3878199747749362,safe,1.8957411485244843e-12,6.180628030796998e-12,4.1516927679231566e-11
"fcs Δ=0.0, x=1.32",fixed g drive sweep,0.0,1.32,14.0,9.24,350,false,0.0001,0.1,80,true,39,0,4.4662196163614e-10,2.464449152861458e-10,3.0964681260519283e-11,8.415011714925076e-20,145.97409864995407,1115.214605296222,121002.4917860421,7.639811552942053,0.9999999999999996,false,0,0.271855334,0.0,0.0,4.437679166,7.475951375,12.252917042,145.97409864995413,0.41706885328558324,safe,1.5795724239730422e-11,5.0865710961595265e-11,3.3461049202355975e-10
"fcs Δ=0.0, x=1.34",fixed g drive sweep,0.0,1.34,14.0,9.38,400,false,0.0001,0.1,80,true,17,1,5.018830906422522e-10,1.0725436242702087e-10,1.4457649451525846e-11,2.731539452290767e-20,156.37185649914915,1116.2783659069703,115719.6169872763,7.13861426792643,1.0000000000000004,false,0,0.181198541,26.347733541,26.347733541,7.500826125,5.107038042,39.739436875,156.3718564991491,0.3909296412478727,safe,4.6172706743286416e-15,1.5296784308762815e-14,1.0957872646544786e-13
"fcs Δ=0.0, x=1.36",fixed g drive sweep,0.0,1.36,14.0,9.520000000000001,400,false,0.0001,0.1,80,true,27,0,1.2899004087074672e-10,7.116273236111391e-10,4.3227563571457776e-11,8.085716165417998e-20,166.92962736550209,1118.2958144180375,110808.34950879902,6.699205120547379,0.999999999999998,false,0,0.345685083,0.0,0.0,5.225241375,9.286967083,14.985177167,166.92962736550243,0.4173240684137561,safe,7.231933250478556e-14,2.367480024798509e-13,1.6334527599461554e-12
"fcs Δ=0.0, x=1.38",fixed g drive sweep,0.0,1.38,14.0,9.66,400,false,0.0001,0.1,80,true,38,0,7.24746818114852e-10,1.2389501101124145e-9,7.841603733732993e-11,1.452759595495597e-19,177.64691292528548,1121.1719303745863,106234.419391574,6.311237903954613,1.000000000000002,false,0,0.436784375,0.0,0.0,7.246306667,11.233654791,19.033300958,177.64691292528514,0.44411728231321285,safe,8.489986184998377e-13,2.746891101050618e-12,1.8434727368517318e-11
"fcs Δ=0.0, x=1.4",fixed g drive sweep,0.0,1.4,14.0,9.799999999999999,450,false,0.0001,0.1,80,true,19,1,2.731113113441097e-10,5.7705991421871886e-9,6.0326575569134335e-12,8.107229158008443e-21,188.52331309508608,1124.825018947355,101965.81545747998,5.96650356118038,1.0,false,0,0.348566125,35.522762125,35.522762125,10.332852209,7.941402875,54.494112834,188.52331309508608,0.41894069576685794,safe,1.4378389700618757e-16,4.771323047043781e-16,3.4820526730739296e-15
"fcs Δ=0.0, x=1.42",fixed g drive sweep,0.0,1.42,14.0,9.94,450,false,0.0001,0.1,80,true,28,0,2.7629640797499633e-9,9.587958210602897e-10,1.2620149446571526e-10,1.681149499941966e-19,199.5585028919998,1129.1847428661067,97973.15763301797,5.658414582701177,0.9999999999999991,false,0,0.621369958,0.0,0.0,6.125693,9.988831541,16.902686291,199.55850289199998,0.44346333975999996,safe,3.274579257089916e-15,1.0740093458342143e-14,7.533922390593672e-14
"fcs Δ=0.0, x=1.44",fixed g drive sweep,0.0,1.44,14.0,10.08,450,false,0.0001,0.1,80,true,40,0,2.6977977629627503e-9,4.873712132319761e-9,9.12851442135347e-11,1.2057171338727722e-19,210.7522162354348,1134.191586137333,94231.47876052895,5.3816353934342915,1.0000000000000018,false,0,0.581338166,0.0,0.0,8.598316375,14.768483958,24.072159708,210.75221623543442,0.46833825830096537,safe,5.125954890951014e-14,1.6627895726931747e-13,1.1354634983017767e-12
"fcs Δ=0.0, x=1.45",fixed g drive sweep,0.0,1.45,14.0,10.15,450,false,0.0001,0.1,80,true,47,0,1.3155010414322987e-10,3.461196075280895e-10,5.02639141526982e-11,6.611441728951158e-20,216.4084488311922,1136.9213323800834,92447.66493262317,5.25359032200693,0.9999999999999991,false,0,0.811895083,0.0,0.0,9.6968445,16.25901325,26.929260083,216.4084488311924,0.48090766406931645,safe,1.9163524592465723e-13,6.18166067274467e-13,4.174746189809469e-12
"fcs Δ=0.55, x=0.05",fixed g drive sweep,0.55,0.05,14.0,0.35000000000000003,150,false,0.0001,0.1,80,true,5,1,2.73707113079931e-10,2.6837136143276185e-10,9.121436813053644e-10,2.5745346817064615e-17,1.7715934641769847e-6,2.5887800043185386e-6,4.259851551639811e-6,1.4612720450067747,1.0,false,0,0.021740583,0.114911791,0.114911791,0.032278,0.09026875,0.391520541,1.7715934641769847e-6,1.1810623094513231e-8,safe,0.0,0.0,6.6313e-320
"fcs Δ=0.55, x=0.08",fixed g drive sweep,0.55,0.08,14.0,0.56,150,false,0.0001,0.1,80,true,9,0,3.10293065197187e-12,5.352201450295594e-12,1.4330048280057683e-11,3.97464164509109e-19,7.831262455160439e-6,1.3471617723875026e-5,2.5424561269582795e-5,1.7202357603272322,1.0,false,0,0.144331584,0.0,0.0,0.06600475,0.200397792,0.418819084,7.831262455160439e-6,5.220841636773626e-8,safe,1.94443e-318,4.357151e-316,4.357151e-316
"fcs Δ=0.55, x=0.11",fixed g drive sweep,0.55,0.11,14.0,0.77,150,false,0.0001,0.1,80,true,11,0,5.035320946984743e-11,9.810600914070058e-11,3.6779365169784536e-11,1.0027754948215563e-18,2.4273596772256777e-5,4.599318042619359e-5,9.440987297243571e-5,1.894782254880371,1.0,false,0,0.017257667,0.0,0.0,0.071320416,0.128452209,0.33753,2.4273596772256777e-5,1.6182397848171185e-7,safe,5.702236498257852e-305,1.8160672131243189e-302,3.903752888498626e-300
"fcs Δ=0.55, x=0.14",fixed g drive sweep,0.55,0.14,14.0,0.9800000000000001,150,false,0.0001,0.1,80,true,14,0,2.4279780592170656e-12,7.241405503814185e-12,2.1661410087395767e-11,5.807230728817575e-19,6.060423388239853e-5,0.00012341473716319336,0.0002728805229367651,2.0364045423406805,1.0,false,0,0.038469333,0.0,0.0,0.181008542,0.169273417,0.397449458,6.060423388239853e-5,4.040282258826569e-7,safe,9.468888537216961e-288,4.1228667306099575e-285,2.4644464778162493e-277
"fcs Δ=0.55, x=0.17",fixed g drive sweep,0.55,0.17,14.0,1.1900000000000002,150,false,0.0001,0.1,80,true,16,0,4.572035771742129e-11,1.408634687873786e-11,7.373975389747024e-11,1.9444725777381903e-18,0.00013100765217916288,0.0002849125780027562,0.0006813356446303846,2.1747781390137173,0.9999999999999998,false,0,0.131793959,0.0,0.0,0.080942208,0.313505416,0.533768125,0.0001310076521791629,8.73384347861086e-7,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.2",fixed g drive sweep,0.55,0.2,14.0,1.4000000000000001,150,false,0.0001,0.1,80,true,20,0,2.270333709376744e-11,7.363920801518378e-12,5.3488899310840857e-11,1.3877774663245364e-18,0.0002560204452856354,0.0005956484007542532,0.0015550329146113062,2.326565755675113,1.0,false,0,0.03654825,0.0,0.0,0.095643917,0.365655,0.5060975,0.0002560204452856354,1.7068029685709026e-6,safe,2.358734609590366e-249,5.59187705004323e-247,8.499707335933414e-240
"fcs Δ=0.55, x=0.23",fixed g drive sweep,0.55,0.23,14.0,1.61,150,false,0.0001,0.1,80,true,23,0,6.185588310703379e-11,1.1860048154061379e-10,9.088552393863351e-11,2.320871715503938e-18,0.0004650298481931179,0.0011641075648522908,0.0033568313891958173,2.5032964429604943,0.9999999999999993,false,0,0.022551709,0.0,0.0,0.133036375,0.39979925,0.566030792,0.0004650298481931182,3.1001989879541214e-6,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.26",fixed g drive sweep,0.55,0.26,14.0,1.82,150,false,0.0001,0.1,80,true,28,0,2.3222355498349456e-11,4.145353319355339e-11,5.54728334727095e-11,1.394731131525114e-18,0.0007999816694508111,0.0021721519547006117,0.0070085533763301205,2.715252158454828,1.0000000000000007,false,0,0.019966917,0.0,0.0,0.135681125,0.468410584,0.650095708,0.0007999816694508106,5.333211129672071e-6,safe,5.867999574439943e-202,9.311381484881177e-200,4.502862460285143e-193
"fcs Δ=0.55, x=0.29",fixed g drive sweep,0.55,0.29,14.0,2.03,150,false,0.0001,0.1,80,true,33,0,6.136083379373023e-11,5.317599059856361e-11,8.86210493196282e-11,2.194662102667128e-18,0.0013208977445050625,0.003927777779442661,0.014375298176654908,2.973566875848055,1.0000000000000002,false,0,0.019244042,0.0,0.0,0.190724,0.504984375,0.722512917,0.0013208977445050621,8.805984963367081e-6,safe,1.2623502055906868e-175,1.1593712769040965e-173,6.345956868868334e-168
"fcs Δ=0.55, x=0.32",fixed g drive sweep,0.55,0.32,14.0,2.24,150,false,0.0001,0.1,80,true,41,0,6.359849527269823e-11,2.696870150158031e-11,7.189945224856602e-11,1.7545377107454646e-18,0.002114153979871027,0.006959362515620254,0.02930643153834752,3.2917954803106664,1.0000000000000004,false,0,0.016503583,0.0,0.0,0.2118185,0.599833708,0.835734792,0.002114153979871026,1.4094359865806841e-5,safe,2.023391696237685e-151,2.023391696237685e-151,2.023391696237685e-151
"fcs Δ=0.55, x=0.35",fixed g drive sweep,0.55,0.35,14.0,2.4499999999999997,150,false,0.0001,0.1,80,true,49,0,4.3304373108528215e-11,6.432471253751033e-11,8.099653529293591e-11,1.9485944064116466e-18,0.0033050517445957573,0.012187697943862538,0.05994700288703054,3.6875967112439936,1.0,false,0,0.016364542,0.0,0.0,0.262698209,0.758119917,1.047178875,0.0033050517445957573,2.203367829730505e-5,safe,0.0,0.0,4.573271753105459e-122
"fcs Δ=0.55, x=0.38",fixed g drive sweep,0.55,0.38,14.0,2.66,150,false,0.0001,0.1,80,true,60,0,1.6411567858598048e-11,2.3237890284376315e-11,6.490084205635561e-11,1.5401740496068517e-18,0.005077216738369727,0.021248516242017332,0.12408178513234928,4.185071730626993,0.9999999999999997,false,0,0.039934041,0.0,0.0,0.332473292,0.981344292,1.361310416,0.005077216738369729,3.384811158913153e-5,safe,1.4311488714611907e-108,3.564871426280672e-107,3.3493949454356377e-103
"fcs Δ=0.55, x=0.41",fixed g drive sweep,0.55,0.41,14.0,2.8699999999999997,150,false,0.0001,0.1,80,true,74,0,2.3744959400513353e-11,4.978958682752072e-11,6.557625613361139e-11,1.5361175178833949e-18,0.007703147828264699,0.03711768609648497,0.2621351869613673,4.818508864686624,1.000000000000001,false,0,0.017561333,0.0,0.0,0.462841041,1.142372458,1.630542583,0.007703147828264691,5.135431885509794e-5,safe,0.0,0.0,1.1877248666096457e-89
"fcs Δ=0.55, x=0.44",fixed g drive sweep,0.55,0.44,14.0,3.08,150,false,0.0001,0.1,80,true,97,1,6.534940389810425e-14,1.3951338947822916e-13,1.3047228518284255e-14,3.019341299997168e-22,0.011593593975853213,0.06537590878916824,0.5709173401695388,5.638968289326951,1.0,false,0,0.018147417,0.550318375,0.550318375,0.847707625,0.205595292,1.781058959,0.011593593975853213,7.72906265056881e-5,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.47",fixed g drive sweep,0.55,0.47,14.0,3.29,150,false,0.0001,0.1,80,true,12,0,9.517792155003851e-12,1.579034637952517e-11,1.343232106932524e-11,3.0740110810700755e-19,0.01738012012432747,0.11691356986060944,1.2989127844584678,6.726856260156801,1.0,false,0,0.179639458,0.0,0.0,0.120629958,0.246385708,0.555229958,0.01738012012432747,0.00011586746749551647,safe,6.6402813285002e-51,4.1830045207640945e-50,2.4144589423544554e-48
"fcs Δ=0.55, x=0.5",fixed g drive sweep,0.55,0.5,14.0,3.5,150,false,0.0001,0.1,80,true,17,0,3.269516889112098e-11,1.361731677093786e-11,2.4268636075925495e-11,5.499494680978672e-19,0.02605960355413444,0.21416579113744721,3.1470165871866405,8.218305803944938,0.9999999999999996,false,0,0.038788791,0.0,0.0,0.152636833,0.31120625,0.639960458,0.02605960355413445,0.00017373069036089633,safe,0.0,0.0,0.0
"fcs Δ=0.55, x=0.51",fixed g drive sweep,0.55,0.51,14.0,3.5700000000000003,150,false,0.0001,0.1,80,true,19,0,1.6681275675033635e-11,1.5408578028686913e-11,9.991880227073548e-12,2.257619243526546e-19,0.029851202477049543,0.263987313031592,4.306893273045063,8.843439832433987,1.0000000000000002,false,0,0.018437667,0.0,0.0,0.172061542,0.447259584,0.646369083,0.029851202477049536,0.00019900801651366357,safe,0.0,0.0,3.4535754139079715e-43
"fcs Δ=0.55, x=0.52",fixed g drive sweep,0.55,0.52,14.0,3.64,150,false,0.0001,0.1,80,true,21,0,2.9832426055206564e-11,2.5329618289748037e-11,1.1700819879317345e-11,2.636535220659714e-19,0.03421929181716011,0.3269211242651745,5.964119646722498,9.553708066548351,1.0,false,0,0.161403917,0.0,0.0,0.189787041,0.394254834,0.754043333,0.03421929181716011,0.00022812861211440072,safe,0.0,0.0,1.0787318886744258e-41
